TR_ID	seqnames	strand	TR_start	TR_end	exon_combination	1	2	sample	count
5903	NC_001491.2	+	120201	120495	120201-120495::+	5912		EHV1_cage_C	1
5904	NC_001491.2	+	14094	14390	14094-14390::+	5913		EHV1_cage_C	3
5904	NC_001491.2	+	14094	14390	14094-14390::+	5913		EHV1_cage_A	1
5905	NC_001491.2	-	73896	74188	73896-74188::-	5914		EHV1_cage_B	1
5906	NC_001491.2	+	64488	64698	64488-64698::+	5915		EHV1_cage_A	2
5906	NC_001491.2	+	64488	64698	64488-64698::+	5915		EHV1_cage_B	3
5907	NC_001491.2	-	88716	89010	88716-89010::-	5916		EHV1_cage_C	2
5908	NC_001491.2	-	125041	125340	125041-125340::-	5917		EHV1_cage_B	4
5908	NC_001491.2	-	125041	125340	125041-125340::-	5917		EHV1_cage_A	1
5909	NC_001491.2	-	2195	2489	2195-2489::-	5918		EHV1_cage_C	1
5910	NC_001491.2	+	120998	121512	120998-121068::+, 121287-121512::+	615	5919	EHV1_cage_C	1
5911	NC_001491.2	+	1252	1356	1252-1356::+	5920		EHV1_cage_C	1
5912	NC_001491.2	+	58492	58788	58492-58788::+	5921		EHV1_cage_C	1
5913	NC_001491.2	+	35814	36093	35814-36093::+	5922		EHV1_cage_A	1
5914	NC_001491.2	-	88695	88991	88695-88991::-	5923		EHV1_cage_B	2
5914	NC_001491.2	-	88695	88991	88695-88991::-	5923		EHV1_cage_A	1
5915	NC_001491.2	+	64743	65040	64743-65040::+	5924		EHV1_cage_B	1
5916	NC_001491.2	+	135013	135308	135013-135308::+	5925		EHV1_cage_C	1
5916	NC_001491.2	+	135013	135308	135013-135308::+	5925		EHV1_cage_B	1
5917	NC_001491.2	+	10080	10377	10080-10377::+	5926		EHV1_cage_C	1
5918	NC_001491.2	+	94307	94603	94307-94603::+	5927		EHV1_cage_A	1
5919	NC_001491.2	+	120928	121374	120928-121068::+, 121287-121374::+	5928	2056	EHV1_cage_C	1
5920	NC_001491.2	+	136092	136259	136092-136259::+	5929		EHV1_cage_B	1
5921	NC_001491.2	-	108370	108666	108370-108666::-	5930		EHV1_cage_C	1
5922	NC_001491.2	+	90635	90907	90635-90907::+	5931		EHV1_cage_C	1
5923	NC_001491.2	-	25580	25875	25580-25875::-	5932		EHV1_cage_B	1
5924	NC_001491.2	-	25579	25875	25579-25875::-	5933		EHV1_cage_B	1
5925	NC_001491.2	-	106309	106605	106309-106605::-	5934		EHV1_cage_C	1
5926	NC_001491.2	-	125092	125335	125092-125335::-	5935		EHV1_cage_A	1
5927	NC_001491.2	+	59209	59504	59209-59504::+	5936		EHV1_cage_A	1
5927	NC_001491.2	+	59209	59504	59209-59504::+	5936		EHV1_cage_B	1
5928	NC_001491.2	+	16556	16853	16556-16853::+	5937		EHV1_cage_A	1
5928	NC_001491.2	+	16556	16853	16556-16853::+	5937		EHV1_cage_B	1
5929	NC_001491.2	+	122184	122400	122184-122400::+	5938		EHV1_cage_A	1
5930	NC_001491.2	-	94256	94545	94256-94545::-	5939		EHV1_cage_B	2
5930	NC_001491.2	-	94256	94545	94256-94545::-	5939		EHV1_cage_C	1
5931	NC_001491.2	+	49734	50030	49734-50030::+	5940		EHV1_cage_A	1
5932	NC_001491.2	-	25538	25769	25538-25769::-	5941		EHV1_cage_C	1
5933	NC_001491.2	+	78084	78379	78084-78379::+	5942		EHV1_cage_C	1
5934	NC_001491.2	+	79981	80276	79981-80276::+	5943		EHV1_cage_B	1
5935	NC_001491.2	+	55049	55343	55049-55343::+	5944		EHV1_cage_A	1
5936	NC_001491.2	-	125156	125335	125156-125335::-	5945		EHV1_cage_A	1
5937	NC_001491.2	+	89080	89379	89080-89379::+	5946		EHV1_cage_C	1
5938	NC_001491.2	-	31107	31403	31107-31403::-	5947		EHV1_cage_A	1
5939	NC_001491.2	-	11491	11788	11491-11788::-	5948		EHV1_cage_C	1
5940	NC_001491.2	+	952	1248	952-1248::+	5949		EHV1_cage_B	1
5940	NC_001491.2	+	952	1248	952-1248::+	5949		EHV1_cage_C	1
5941	NC_001491.2	+	77593	77886	77593-77886::+	5950		EHV1_cage_C	1
5942	NC_001491.2	+	105392	105687	105392-105687::+	5951		EHV1_cage_C	1
5943	NC_001491.2	+	127628	127926	127628-127926::+	5952		EHV1_cage_A	1
5944	NC_001491.2	+	103733	104013	103733-104013::+	5953		EHV1_cage_B	1
5945	NC_001491.2	+	16237	16425	16237-16425::+	5954		EHV1_cage_A	1
5946	NC_001491.2	-	25517	25769	25517-25769::-	5955		EHV1_cage_B	1
5947	NC_001491.2	+	132277	132573	132277-132573::+	5956		EHV1_cage_B	1
5948	NC_001491.2	-	75607	75808	75607-75808::-	5957		EHV1_cage_C	1
5949	NC_001491.2	-	32761	33055	32761-33055::-	5958		EHV1_cage_B	1
5950	NC_001491.2	+	61428	61724	61428-61724::+	5959		EHV1_cage_B	1
5951	NC_001491.2	-	118557	118756	118557-118756::-	5960		EHV1_cage_B	1
5952	NC_001491.2	-	28685	28980	28685-28980::-	5961		EHV1_cage_A	1
5953	NC_001491.2	+	74721	75016	74721-75016::+	5962		EHV1_cage_C	1
5953	NC_001491.2	+	74721	75016	74721-75016::+	5962		EHV1_cage_B	1
5954	NC_001491.2	-	100253	100462	100253-100462::-	5963		EHV1_cage_A	1
5955	NC_001491.2	-	66021	66265	66021-66265::-	5964		EHV1_cage_A	1
5956	NC_001491.2	+	55319	55615	55319-55615::+	5965		EHV1_cage_A	1
5956	NC_001491.2	+	55319	55615	55319-55615::+	5965		EHV1_cage_B	1
5957	NC_001491.2	+	81318	81543	81318-81543::+	5966		EHV1_cage_C	1
5958	NC_001491.2	-	120896	121191	120896-121191::-	5967		EHV1_cage_C	1
5959	NC_001491.2	-	28689	28982	28689-28982::-	5968		EHV1_cage_A	2
5960	NC_001491.2	-	125109	125335	125109-125335::-	5969		EHV1_cage_A	2
5960	NC_001491.2	-	125109	125335	125109-125335::-	5969		EHV1_cage_B	1
5961	NC_001491.2	-	69367	69663	69367-69663::-	5970		EHV1_cage_C	3
5961	NC_001491.2	-	69367	69663	69367-69663::-	5970		EHV1_cage_B	2
5962	NC_001491.2	-	67925	68221	67925-68221::-	5971		EHV1_cage_C	1
5963	NC_001491.2	-	3929	4224	3929-4224::-	5972		EHV1_cage_C	1
5963	NC_001491.2	-	3929	4224	3929-4224::-	5972		EHV1_cage_B	1
5964	NC_001491.2	+	33149	33444	33149-33444::+	5973		EHV1_cage_B	1
5965	NC_001491.2	-	9619	9891	9619-9891::-	5974		EHV1_cage_C	1
5966	NC_001491.2	+	127634	127929	127634-127929::+	5975		EHV1_cage_C	2
5966	NC_001491.2	+	127634	127929	127634-127929::+	5975		EHV1_cage_B	1
5967	NC_001491.2	-	2381	2678	2381-2678::-	5976		EHV1_cage_C	2
5967	NC_001491.2	-	2381	2678	2381-2678::-	5976		EHV1_cage_A	1
5968	NC_001491.2	-	106437	106674	106437-106674::-	5977		EHV1_cage_B	1
5968	NC_001491.2	-	106437	106674	106437-106674::-	5977		EHV1_cage_A	2
5969	NC_001491.2	+	17901	18196	17901-18196::+	5978		EHV1_cage_B	1
5970	NC_001491.2	-	43884	44180	43884-44180::-	5979		EHV1_cage_B	1
5971	NC_001491.2	-	75512	75808	75512-75808::-	5980		EHV1_cage_C	1
5971	NC_001491.2	-	75512	75808	75512-75808::-	5980		EHV1_cage_B	1
5972	NC_001491.2	+	55322	55615	55322-55615::+	5981		EHV1_cage_C	1
5972	NC_001491.2	+	55322	55615	55322-55615::+	5981		EHV1_cage_A	1
5973	NC_001491.2	-	28234	28530	28234-28530::-	5982		EHV1_cage_B	1
5973	NC_001491.2	-	28234	28530	28234-28530::-	5982		EHV1_cage_C	1
5974	NC_001491.2	+	39729	40027	39729-40027::+	5983		EHV1_cage_A	1
5975	NC_001491.2	-	74016	74186	74016-74186::-	5984		EHV1_cage_C	1
5976	NC_001491.2	-	23981	24277	23981-24277::-	5985		EHV1_cage_C	1
5977	NC_001491.2	+	127634	127818	127634-127818::+	5986		EHV1_cage_B	1
5978	NC_001491.2	-	66184	66258	66184-66258::-	5987		EHV1_cage_B	1
5979	NC_001491.2	-	68194	68489	68194-68489::-	5988		EHV1_cage_C	1
5980	NC_001491.2	+	122308	122376	122308-122376::+	5989		EHV1_cage_B	1
5981	NC_001491.2	+	26566	26841	26566-26841::+	5990		EHV1_cage_B	1
5982	NC_001491.2	+	84366	84662	84366-84662::+	5991		EHV1_cage_B	1
5983	NC_001491.2	-	126539	126836	126539-126836::-	5992		EHV1_cage_A	1
5984	NC_001491.2	+	84367	84663	84367-84663::+	5993		EHV1_cage_B	4
5984	NC_001491.2	+	84367	84663	84367-84663::+	5993		EHV1_cage_A	3
5985	NC_001491.2	-	118563	119216	118563-118731::-, 119104-119216::-	5221	1045	EHV1_cage_B	1
5986	NC_001491.2	-	32695	32991	32695-32991::-	5994		EHV1_cage_A	1
5987	NC_001491.2	-	3925	4171	3925-4171::-	5995		EHV1_cage_A	1
5988	NC_001491.2	-	32752	33047	32752-33047::-	5996		EHV1_cage_B	2
5988	NC_001491.2	-	32752	33047	32752-33047::-	5996		EHV1_cage_C	1
5988	NC_001491.2	-	32752	33047	32752-33047::-	5996		EHV1_cage_A	1
5989	NC_001491.2	-	126313	126611	126313-126611::-	5997		EHV1_cage_C	1
5990	NC_001491.2	+	25937	26177	25937-26177::+	5998		EHV1_cage_C	1
5991	NC_001491.2	+	43883	44106	43883-44106::+	5999		EHV1_cage_A	1
5992	NC_001491.2	+	77505	77733	77505-77733::+	6000		EHV1_cage_A	1
5993	NC_001491.2	-	85508	85804	85508-85804::-	6001		EHV1_cage_A	1
5994	NC_001491.2	+	127634	127833	127634-127833::+	6002		EHV1_cage_A	1
5995	NC_001491.2	+	134347	134592	134347-134592::+	6003		EHV1_cage_C	1
5996	NC_001491.2	-	124388	124586	124388-124586::-	6004		EHV1_cage_B	1
5997	NC_001491.2	-	24785	25082	24785-25082::-	6005		EHV1_cage_C	1
5998	NC_001491.2	+	122332	122399	122332-122399::+	6006		EHV1_cage_A	1
5999	NC_001491.2	+	27257	27554	27257-27554::+	6007		EHV1_cage_A	1
6000	NC_001491.2	+	125838	126134	125838-126134::+	6008		EHV1_cage_B	1
6001	NC_001491.2	-	66861	67155	66861-67155::-	6009		EHV1_cage_C	2
6002	NC_001491.2	-	107540	107836	107540-107836::-	6010		EHV1_cage_A	1
6003	NC_001491.2	-	99214	99510	99214-99510::-	6011		EHV1_cage_C	2
6004	NC_001491.2	-	9589	9884	9589-9884::-	6012		EHV1_cage_A	1
6004	NC_001491.2	-	9589	9884	9589-9884::-	6012		EHV1_cage_C	1
6005	NC_001491.2	+	90719	91015	90719-91015::+	6013		EHV1_cage_A	1
6005	NC_001491.2	+	90719	91015	90719-91015::+	6013		EHV1_cage_B	1
6006	NC_001491.2	+	80556	80744	80556-80744::+	6014		EHV1_cage_B	1
6007	NC_001491.2	+	74726	75022	74726-75022::+	6015		EHV1_cage_B	1
6008	NC_001491.2	+	11989	12282	11989-12282::+	6016		EHV1_cage_B	1
6008	NC_001491.2	+	11989	12282	11989-12282::+	6016		EHV1_cage_C	1
6009	NC_001491.2	-	28895	29193	28895-29193::-	6017		EHV1_cage_B	1
6010	NC_001491.2	+	122248	122398	122248-122398::+	6018		EHV1_cage_A	1
6011	NC_001491.2	-	9101	9397	9101-9397::-	6019		EHV1_cage_A	1
6012	NC_001491.2	-	31050	31338	31050-31338::-	6020		EHV1_cage_A	1
6013	NC_001491.2	+	15233	15531	15233-15531::+	6021		EHV1_cage_C	2
6014	NC_001491.2	+	12471	12742	12471-12742::+	6022		EHV1_cage_B	1
6015	NC_001491.2	-	7960	8256	7960-8256::-	6023		EHV1_cage_B	1
6016	NC_001491.2	-	28763	28983	28763-28983::-	6024		EHV1_cage_C	1
6017	NC_001491.2	-	106380	106677	106380-106677::-	6025		EHV1_cage_C	1
6018	NC_001491.2	+	19661	19918	19661-19918::+	6026		EHV1_cage_C	2
6018	NC_001491.2	+	19661	19918	19661-19918::+	6026		EHV1_cage_A	2
6019	NC_001491.2	+	104093	104390	104093-104390::+	6027		EHV1_cage_A	1
6020	NC_001491.2	-	99343	99512	99343-99512::-	6028		EHV1_cage_B	1
6021	NC_001491.2	+	10054	10348	10054-10348::+	6029		EHV1_cage_B	1
6022	NC_001491.2	-	108457	108732	108457-108732::-	6030		EHV1_cage_C	1
6023	NC_001491.2	+	121919	122213	121919-122213::+	6031		EHV1_cage_C	1
6024	NC_001491.2	+	41198	41247	41198-41247::+	6032		EHV1_cage_A	1
6025	NC_001491.2	+	35814	36074	35814-36074::+	6033		EHV1_cage_A	1
6026	NC_001491.2	+	89903	90202	89903-90202::+	6034		EHV1_cage_C	1
6027	NC_001491.2	+	89354	89635	89354-89635::+	6035		EHV1_cage_C	1
6028	NC_001491.2	+	82049	82346	82049-82346::+	6036		EHV1_cage_C	2
6028	NC_001491.2	+	82049	82346	82049-82346::+	6036		EHV1_cage_B	1
6029	NC_001491.2	+	69782	70076	69782-70076::+	6037		EHV1_cage_B	3
6029	NC_001491.2	+	69782	70076	69782-70076::+	6037		EHV1_cage_C	1
6030	NC_001491.2	-	68798	69052	68798-69052::-	6038		EHV1_cage_B	1
6031	NC_001491.2	+	59993	60275	59993-60275::+	6039		EHV1_cage_A	1
6032	NC_001491.2	-	51962	52249	51962-52249::-	6040		EHV1_cage_B	1
6033	NC_001491.2	-	89149	89447	89149-89447::-	6041		EHV1_cage_B	1
6034	NC_001491.2	+	122341	122399	122341-122399::+	6042		EHV1_cage_B	1
6035	NC_001491.2	-	28505	28799	28505-28799::-	6043		EHV1_cage_A	1
6036	NC_001491.2	-	73835	74190	73835-73869::-, 73966-74190::-	6044	6045	EHV1_cage_B	1
6037	NC_001491.2	-	107992	108288	107992-108288::-	6046		EHV1_cage_A	1
6038	NC_001491.2	-	73857	74145	73857-74145::-	6047		EHV1_cage_B	1
6039	NC_001491.2	+	135564	135841	135564-135841::+	6048		EHV1_cage_B	1
6039	NC_001491.2	+	135564	135841	135564-135841::+	6048		EHV1_cage_A	1
6040	NC_001491.2	+	86259	86556	86259-86556::+	6049		EHV1_cage_A	1
6041	NC_001491.2	+	81513	81779	81513-81779::+	6050		EHV1_cage_C	1
6042	NC_001491.2	+	127864	128114	127864-128114::+	6051		EHV1_cage_B	1
6043	NC_001491.2	-	118582	119214	118582-118731::-, 119104-119214::-	6052	74	EHV1_cage_A	1
6044	NC_001491.2	-	65964	66258	65964-66258::-	6053		EHV1_cage_C	1
6045	NC_001491.2	+	102280	102577	102280-102577::+	6054		EHV1_cage_A	1
6046	NC_001491.2	+	119134	119432	119134-119432::+	6055		EHV1_cage_B	1
6047	NC_001491.2	+	89152	89448	89152-89448::+	6056		EHV1_cage_A	1
6047	NC_001491.2	+	89152	89448	89152-89448::+	6056		EHV1_cage_B	2
6048	NC_001491.2	+	105005	105304	105005-105304::+	6057		EHV1_cage_A	1
6049	NC_001491.2	+	127634	127927	127634-127927::+	6058		EHV1_cage_C	1
6050	NC_001491.2	+	81902	82135	81902-82135::+	6059		EHV1_cage_C	1
6051	NC_001491.2	+	18837	19133	18837-19133::+	6060		EHV1_cage_B	1
6052	NC_001491.2	+	76722	76954	76722-76954::+	6061		EHV1_cage_A	1
6053	NC_001491.2	-	24768	25065	24768-25065::-	6062		EHV1_cage_C	1
6054	NC_001491.2	+	129546	129786	129546-129786::+	6063		EHV1_cage_C	1
6055	NC_001491.2	+	98303	98598	98303-98598::+	6064		EHV1_cage_A	1
6056	NC_001491.2	+	69602	69898	69602-69898::+	6065		EHV1_cage_C	1
6057	NC_001491.2	-	118918	119214	118918-119214::-	6066		EHV1_cage_B	1
6058	NC_001491.2	+	86362	86583	86362-86583::+	6067		EHV1_cage_B	1
6059	NC_001491.2	-	25541	25769	25541-25769::-	6068		EHV1_cage_C	1
6060	NC_001491.2	+	81902	82201	81902-82201::+	6069		EHV1_cage_C	6
6061	NC_001491.2	+	90683	90983	90683-90983::+	6070		EHV1_cage_A	1
6062	NC_001491.2	+	13503	13796	13503-13796::+	6071		EHV1_cage_B	1
6063	NC_001491.2	-	75758	76055	75758-76055::-	6072		EHV1_cage_C	1
6063	NC_001491.2	-	75758	76055	75758-76055::-	6072		EHV1_cage_B	1
6064	NC_001491.2	+	3296	3592	3296-3592::+	6073		EHV1_cage_C	3
6064	NC_001491.2	+	3296	3592	3296-3592::+	6073		EHV1_cage_B	2
6065	NC_001491.2	-	11779	12076	11779-12076::-	6074		EHV1_cage_C	1
6066	NC_001491.2	+	134347	134515	134347-134515::+	6075		EHV1_cage_C	1
6067	NC_001491.2	+	78176	78473	78176-78473::+	6076		EHV1_cage_A	1
6067	NC_001491.2	+	78176	78473	78176-78473::+	6076		EHV1_cage_C	1
6068	NC_001491.2	-	25488	25772	25488-25772::-	6077		EHV1_cage_B	1
6069	NC_001491.2	+	39830	40127	39830-40127::+	6078		EHV1_cage_C	1
6070	NC_001491.2	-	108343	108635	108343-108635::-	6079		EHV1_cage_C	1
6071	NC_001491.2	-	65413	65535	65413-65535::-	6080		EHV1_cage_B	1
6072	NC_001491.2	+	63832	64129	63832-64129::+	6081		EHV1_cage_A	1
6073	NC_001491.2	-	12124	12260	12124-12260::-	6082		EHV1_cage_C	2
6074	NC_001491.2	+	60473	60769	60473-60769::+	6083		EHV1_cage_A	1
6075	NC_001491.2	+	90719	90939	90719-90939::+	6084		EHV1_cage_A	1
6076	NC_001491.2	-	84216	85119	84216-84320::-, 84929-85119::-	6085	6086	EHV1_cage_C	1
6077	NC_001491.2	+	50759	50937	50759-50937::+	6087		EHV1_cage_A	1
6078	NC_001491.2	+	93277	93572	93277-93572::+	6088		EHV1_cage_B	1
6079	NC_001491.2	+	15083	15304	15083-15304::+	6089		EHV1_cage_B	1
6080	NC_001491.2	+	2774	3071	2774-3071::+	6090		EHV1_cage_C	1
6081	NC_001491.2	+	122825	123059	122825-123059::+	6091		EHV1_cage_C	1
6082	NC_001491.2	+	92600	92845	92600-92845::+	6092		EHV1_cage_B	1
6083	NC_001491.2	-	76106	76361	76106-76361::-	6093		EHV1_cage_A	1
6084	NC_001491.2	+	40923	41217	40923-41217::+	6094		EHV1_cage_C	1
6085	NC_001491.2	+	90720	91003	90720-91003::+	6095		EHV1_cage_A	1
6086	NC_001491.2	+	113202	113413	113202-113413::+	6096		EHV1_cage_B	1
6087	NC_001491.2	-	66225	66521	66225-66521::-	6097		EHV1_cage_C	1
6088	NC_001491.2	-	124385	124681	124385-124681::-	6098		EHV1_cage_B	1
6089	NC_001491.2	+	119091	119387	119091-119387::+	6099		EHV1_cage_C	1
6090	NC_001491.2	+	59989	60285	59989-60285::+	6100		EHV1_cage_C	1
6091	NC_001491.2	+	119893	120191	119893-120191::+	6101		EHV1_cage_A	1
6092	NC_001491.2	+	13512	13806	13512-13806::+	6102		EHV1_cage_B	1
6093	NC_001491.2	+	64483	64782	64483-64782::+	6103		EHV1_cage_C	1
6094	NC_001491.2	+	16555	16850	16555-16850::+	6104		EHV1_cage_B	1
6094	NC_001491.2	+	16555	16850	16555-16850::+	6104		EHV1_cage_A	2
6095	NC_001491.2	-	10014	10309	10014-10309::-	6105		EHV1_cage_B	1
6096	NC_001491.2	-	64222	64361	64222-64361::-	6106		EHV1_cage_B	1
6097	NC_001491.2	+	47484	47779	47484-47779::+	6107		EHV1_cage_B	1
6098	NC_001491.2	-	2212	2508	2212-2508::-	6108		EHV1_cage_C	1
6099	NC_001491.2	+	55255	55551	55255-55551::+	6109		EHV1_cage_B	1
6099	NC_001491.2	+	55255	55551	55255-55551::+	6109		EHV1_cage_C	1
6100	NC_001491.2	+	64486	64736	64486-64736::+	6110		EHV1_cage_A	1
6100	NC_001491.2	+	64486	64736	64486-64736::+	6110		EHV1_cage_B	1
6100	NC_001491.2	+	64486	64736	64486-64736::+	6110		EHV1_cage_C	2
6101	NC_001491.2	+	78149	78445	78149-78445::+	6111		EHV1_cage_C	1
6102	NC_001491.2	+	122048	122214	122048-122214::+	6112		EHV1_cage_B	1
6103	NC_001491.2	+	19267	19563	19267-19563::+	6113		EHV1_cage_B	1
6103	NC_001491.2	+	19267	19563	19267-19563::+	6113		EHV1_cage_A	1
6104	NC_001491.2	-	68563	68860	68563-68860::-	6114		EHV1_cage_B	1
6105	NC_001491.2	-	112720	112938	112720-112938::-	6115		EHV1_cage_C	1
6106	NC_001491.2	-	111736	112032	111736-112032::-	6116		EHV1_cage_C	1
6106	NC_001491.2	-	111736	112032	111736-112032::-	6116		EHV1_cage_A	4
6107	NC_001491.2	+	122270	122407	122270-122407::+	6117		EHV1_cage_B	1
6108	NC_001491.2	+	15344	15641	15344-15641::+	6118		EHV1_cage_C	1
6109	NC_001491.2	-	32776	33053	32776-33053::-	6119		EHV1_cage_A	1
6110	NC_001491.2	+	64708	65003	64708-65003::+	6120		EHV1_cage_B	2
6111	NC_001491.2	+	16277	16467	16277-16467::+	6121		EHV1_cage_A	1
6112	NC_001491.2	-	2228	2304	2228-2304::-	6122		EHV1_cage_A	1
6113	NC_001491.2	+	64494	64790	64494-64790::+	6123		EHV1_cage_C	1
6113	NC_001491.2	+	64494	64790	64494-64790::+	6123		EHV1_cage_B	4
6113	NC_001491.2	+	64494	64790	64494-64790::+	6123		EHV1_cage_A	2
6114	NC_001491.2	+	64488	64701	64488-64701::+	6124		EHV1_cage_B	1
6114	NC_001491.2	+	64488	64701	64488-64701::+	6124		EHV1_cage_C	1
6115	NC_001491.2	+	77359	77655	77359-77655::+	6125		EHV1_cage_C	3
6115	NC_001491.2	+	77359	77655	77359-77655::+	6125		EHV1_cage_A	1
6116	NC_001491.2	+	81901	82199	81901-82199::+	6126		EHV1_cage_C	3
6117	NC_001491.2	+	34861	35161	34861-35161::+	6127		EHV1_cage_C	1
6118	NC_001491.2	+	64488	64732	64488-64732::+	6128		EHV1_cage_A	1
6118	NC_001491.2	+	64488	64732	64488-64732::+	6128		EHV1_cage_B	1
6119	NC_001491.2	-	48411	48706	48411-48706::-	6129		EHV1_cage_B	1
6120	NC_001491.2	+	15083	15298	15083-15298::+	6130		EHV1_cage_B	1
6121	NC_001491.2	+	129394	129463	129394-129463::+	6131		EHV1_cage_C	1
6122	NC_001491.2	-	57643	57939	57643-57939::-	6132		EHV1_cage_A	1
6123	NC_001491.2	-	73992	74257	73992-74257::-	6133		EHV1_cage_B	1
6124	NC_001491.2	-	73900	74185	73900-74185::-	6134		EHV1_cage_C	1
6125	NC_001491.2	+	76726	77002	76726-77002::+	6135		EHV1_cage_B	1
6126	NC_001491.2	+	75944	76240	75944-76240::+	6136		EHV1_cage_C	1
6127	NC_001491.2	+	133321	133603	133321-133603::+	6137		EHV1_cage_B	1
6128	NC_001491.2	-	2062	2359	2062-2359::-	6138		EHV1_cage_C	1
6129	NC_001491.2	+	121691	121988	121691-121988::+	6139		EHV1_cage_A	1
6130	NC_001491.2	+	50575	50871	50575-50871::+	6140		EHV1_cage_C	3
6131	NC_001491.2	-	7240	7535	7240-7535::-	6141		EHV1_cage_B	1
6132	NC_001491.2	+	81902	82194	81902-82194::+	6142		EHV1_cage_A	1
6132	NC_001491.2	+	81902	82194	81902-82194::+	6142		EHV1_cage_C	1
6133	NC_001491.2	-	28582	28878	28582-28878::-	6143		EHV1_cage_C	1
6134	NC_001491.2	+	132859	133155	132859-133155::+	6144		EHV1_cage_B	1
6135	NC_001491.2	-	11270	11522	11270-11522::-	6145		EHV1_cage_B	1
6136	NC_001491.2	-	108002	108297	108002-108297::-	6146		EHV1_cage_A	1
6137	NC_001491.2	+	34579	34875	34579-34875::+	6147		EHV1_cage_B	1
6138	NC_001491.2	+	96925	97153	96925-97153::+	6148		EHV1_cage_C	1
6139	NC_001491.2	+	64488	64662	64488-64662::+	6149		EHV1_cage_A	1
6140	NC_001491.2	+	126336	126512	126336-126512::+	6150		EHV1_cage_C	1
6141	NC_001491.2	-	31185	31483	31185-31483::-	6151		EHV1_cage_C	1
6142	NC_001491.2	+	2729	3025	2729-3025::+	6152		EHV1_cage_B	1
6143	NC_001491.2	-	73892	74183	73892-74183::-	6153		EHV1_cage_A	1
6143	NC_001491.2	-	73892	74183	73892-74183::-	6153		EHV1_cage_C	1
6144	NC_001491.2	-	74013	74189	74013-74189::-	6154		EHV1_cage_C	1
6145	NC_001491.2	-	20538	20834	20538-20834::-	6155		EHV1_cage_C	1
6146	NC_001491.2	+	77591	77884	77591-77884::+	6156		EHV1_cage_C	1
6147	NC_001491.2	-	47076	47375	47076-47375::-	6157		EHV1_cage_A	2
6148	NC_001491.2	-	7113	7403	7113-7403::-	6158		EHV1_cage_C	1
6149	NC_001491.2	+	135564	135755	135564-135755::+	6159		EHV1_cage_A	1
6150	NC_001491.2	+	128480	128777	128480-128777::+	6160		EHV1_cage_A	1
6151	NC_001491.2	-	48572	48868	48572-48868::-	6161		EHV1_cage_B	1
6152	NC_001491.2	+	64488	64741	64488-64741::+	6162		EHV1_cage_C	1
6153	NC_001491.2	+	69750	70050	69750-70050::+	6163		EHV1_cage_B	2
6154	NC_001491.2	-	101256	101552	101256-101552::-	6164		EHV1_cage_A	1
6155	NC_001491.2	-	68761	69052	68761-69052::-	6165		EHV1_cage_A	1
6156	NC_001491.2	+	121848	122145	121848-122145::+	6166		EHV1_cage_C	1
6157	NC_001491.2	+	91239	91534	91239-91534::+	6167		EHV1_cage_B	1
6158	NC_001491.2	-	125069	125335	125069-125335::-	6168		EHV1_cage_B	1
6159	NC_001491.2	-	111335	111632	111335-111632::-	6169		EHV1_cage_C	1
6160	NC_001491.2	-	73890	74183	73890-74183::-	6170		EHV1_cage_C	5
6160	NC_001491.2	-	73890	74183	73890-74183::-	6170		EHV1_cage_A	4
6160	NC_001491.2	-	73890	74183	73890-74183::-	6170		EHV1_cage_B	1
6161	NC_001491.2	-	66009	66263	66009-66263::-	6171		EHV1_cage_C	2
6162	NC_001491.2	+	26127	26264	26127-26264::+	6172		EHV1_cage_C	1
6163	NC_001491.2	-	55094	55390	55094-55390::-	6173		EHV1_cage_B	1
6164	NC_001491.2	-	117557	117667	117557-117667::-	6174		EHV1_cage_C	1
6165	NC_001491.2	+	80994	81289	80994-81289::+	6175		EHV1_cage_B	1
6166	NC_001491.2	+	55249	55545	55249-55545::+	6176		EHV1_cage_C	1
6167	NC_001491.2	-	3951	4224	3951-4224::-	6177		EHV1_cage_A	1
6168	NC_001491.2	+	135768	136063	135768-136063::+	6178		EHV1_cage_C	1
6169	NC_001491.2	+	84187	84483	84187-84483::+	6179		EHV1_cage_C	1
6170	NC_001491.2	+	134343	134639	134343-134639::+	6180		EHV1_cage_C	1
6171	NC_001491.2	+	55322	55606	55322-55606::+	6181		EHV1_cage_C	1
6172	NC_001491.2	-	2246	2540	2246-2540::-	6182		EHV1_cage_B	1
6172	NC_001491.2	-	2246	2540	2246-2540::-	6182		EHV1_cage_C	1
6173	NC_001491.2	+	118707	119004	118707-119004::+	6183		EHV1_cage_A	1
6174	NC_001491.2	+	130633	130763	130633-130763::+	6184		EHV1_cage_B	1
6175	NC_001491.2	+	129267	129563	129267-129563::+	6185		EHV1_cage_A	1
6176	NC_001491.2	-	65323	65619	65323-65619::-	6186		EHV1_cage_B	1
6177	NC_001491.2	-	124385	124678	124385-124678::-	6187		EHV1_cage_B	1
6178	NC_001491.2	+	134335	134594	134335-134594::+	6188		EHV1_cage_B	1
6179	NC_001491.2	-	97813	98109	97813-98109::-	6189		EHV1_cage_B	1
6180	NC_001491.2	+	41609	41728	41609-41728::+	6190		EHV1_cage_B	1
6181	NC_001491.2	+	56977	57274	56977-57274::+	6191		EHV1_cage_C	1
6182	NC_001491.2	+	120954	121374	120954-121068::+, 121287-121374::+	6192	2056	EHV1_cage_B	1
